Date,From,Subject,bioguide_id
3/12/21 18:33,Senator Maggie Hassan <Donotreply@hassan.senate.gov>,American Rescue Plan: Relief for Granite Staters,H001076
3/12/21 18:37,Representative Abigail Spanberger <Press.Spanberger@mail.house.gov>,"Weekly Wrap-Up: American Rescue Plan, vaccines, IRS deadline",S001209
3/12/21 18:38,Congresswoman Beth Van Duyne <repvanduyne@mail8.housecommunications.gov>,Congressional Update from Rep. Beth Van Duyne,V000134
3/12/21 18:43,Congressman Darren Soto <repsoto@mail8.housecommunications.gov>,"Promise Made, Promise Kept: Help is Here",S001200
3/12/21 18:46,Senator Manchin <donotreply@manchin.senate.gov>,U.S. Senator Joe Manchin Newsletter - $4 Billion in Direct Federal Funding Coming to West Virginia with American Rescue Plan,M001183
3/12/21 18:48,Congressman Frank Pallone <congressman.pallone@mail.house.gov>,Help is on the Way,P000034
3/12/21 18:49,Senator Rick Scott <Newsletter@rickscott.senate.gov>,Senator Rick Scott's Week in Review,S001217
3/12/21 18:52,Congressman Jake LaTurner <replaturner@mail8.housecommunications.gov>,Weekly Update from Congressman Jake LaTurner,L000266
3/12/21 18:59,Congressman Bill Foster <bill.foster@congressnewsletter.net>,American Rescue Plan update,F000454
3/12/21 19:13,Congresswoman Ashley Hinson <rephinson@mail8.housecommunications.gov>,On the Record with Congresswoman Hinson: Cleaning Up Washington,H001091
3/12/21 19:17,e-kilili: This Week in Congress <ekilili@mail2.housecommunications.gov>,Your weekly vaccination update,S001177
3/12/21 19:18,Senator Shelley Moore Capito <donotreply@capito.senate.gov>,This Week in the U.S. Senate,C001047
3/12/21 19:20,Senator Michael Bennet <senator_bennet@bennet.senate.gov>,Senator Bennet’s Weekly Update,B001267
3/12/21 19:24,Kevin McCarthy <RepublicanLeader@mail3.housecommunications.gov>,The Leader's Weekly Schedule - Week of 3/15/21,M001165
3/12/21 19:33,Congressman John Garamendi <CA03JG.Outreach@mail.house.gov>,Join me on March 16 for a virtual town hall,G000559
3/12/21 19:35,Rep. Young Kim <repkim@mail8.housecommunications.gov>,Serving You,K000397
3/12/21 19:40,Rep. Scott Peters <RepScottPeters@public.govdelivery.com>,This week's recap - 3/12/2021,P000608
3/12/21 20:00,Rep. Steel <repsteel@mail8.housecommunications.gov>,Keeping you updated,S001135
3/12/21 20:01,Senator Jeff Merkley <Senator_Merkley@merkley.senate.gov>,It's Official!,M001176
3/12/21 20:03,Senator Susan Collins <susan@collins.senate.gov>,Sen. Collins Provides PPP Update; Introduces Bill to Expand Broadband Access; Cracks Down on Robocallers; and More,C001035
3/12/21 21:11,Senator Martin Heinrich <donotreply@heinrich.senate.gov>,The beginning of the end of the pandemic,H001046
3/12/21 21:18,Congressman Ron Estes <ron.estes@mail.house.gov>,Congratulations Shockers! | $1.9 Trillion Spending Bill Becomes Law,E000298
3/13/21 6:02,Rep. Paul Tonko <TonkoTownHall@mail.house.gov>,Addressing COVID’s impact on the mental health of Americans,T000469
3/13/21 7:41,Senator Chuck Grassley <Senator@grassley.senate.gov>,The Scoop: Open government is good government,G000386
3/13/21 7:57,Joni K. Ernst <Senator@Ernst.senate.gov>,Bringing Iowans’ Voices Back to Washington,E000295
3/13/21 8:02,Congressman Gerry Connolly <GerryConnolly@mail.house.gov>,Help is finally here,C001078
3/13/21 9:01,Congressman Rick Crawford <Crawford.Newsletter@mail.house.gov>,The Right of the People to Keep and Bear Arms,C001087
3/13/21 9:02,Congresswoman Lori Trahan <Rep.LoriTrahan@mail.house.gov>,This is important,T000482
3/13/21 9:08,Senator Ben Cardin <senator@cardin.senate.gov>,Game Changer,C000141
3/13/21 9:30,Rep. Adrian Smith <repadriansmith@mail8.housecommunications.gov>,Upholding the Second Amendment,S001172
3/13/21 9:46,Congressman Matt Cartwright <Congressman.Cartwright@mail.house.gov>,Matt's Weekly Memo - Help is on the way to NEPA,C001090
3/13/21 10:01,Congresswoman Liz Cheney <RepCheneyNewsletter@mail.gop.gov>,Congresswoman Liz Cheney Newsletter: March 13th,C001109
3/13/21 10:02,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update: Democrats' $1.9 Trillion Stimulus Bill is a Liberal Wish List,M001159
3/13/21 10:06,Congresswoman Jackie Walorski <jackie.walorski@congressnewsletter.net>,Pelosi's Progressive Payoff,W000813
3/13/21 10:06,Congressman Steve Scalise <LA01@mail.house.gov>,"Addressing Biden's Border Crisis, Fighting for Our Second Amendment, and More",S001176
3/13/21 10:55,U.S. Senator Rand Paul <senator@paul.senate.gov>,"Dr. Paul Weekly Newsletter- March 13, 2021",P000603
3/13/21 11:00,Congressman Louie Gohmert <louie.gohmert@mail.house.gov>,Rep. Gohmert: Bipartisan Background Checks Act Penalizes Law-Abiding Americans,G000552
3/13/21 11:03,Senator Rick Scott <Outreach@rickscott.senate.gov>,Reminder: Daylight Saving Time Begins Sunday!,S001217
3/13/21 12:03,Congressman Glenn Grothman <CongressmanGrothman@mail.house.gov>,Rep. Grothman Newsletter- The Anti-Worker Bill,G000576
3/13/21 12:05,Congresswoman Claudia Tenney <reptenney@mail8.housecommunications.gov>,This Week with Claudia #NY22,T000478
3/13/21 12:45,Rep. Mary Gay Scanlon <RepScanlon@mail.house.gov>,The American Rescue Plan's Impact on Our District,S001205
3/13/21 14:17,Congressman Markwayne Mullin <ContactRepMullin@mail.house.gov>,Far-Left Pelosi Gun Grab,M001190
3/13/21 16:09,Rep. Suzan DelBene <RepDelBene@mail.house.gov>,Protecting Your Personal Data,D000617
3/13/21 18:04,U.S. Senator Bernie Sanders <Info_Sanders@sanders.senate.gov>,The American Rescue Package: What it Means for Vermonters,S000033
3/13/21 18:33,Congresswoman Nanette Barragán <rsvp.barragan@mail.house.gov>,Help is on the Way,B001300
3/14/21 7:02,Rep. David B. McKinley <McKinley.Newsletter@mail.house.gov>,McKinley Votes Against A Bloated Partisan COVID Stimulus Bill,M001180
3/14/21 7:45,Office of Senator Cory Booker <noreply@booker.senate.gov>,How the American Rescue Plan helps you and New Jersey,B001288
3/14/21 9:33,Rep. Jenniffer Gonzalez <RepJennifferGonzalez@gmail.com>,Conoce los detalles del nuevo paquete de estímulo por COVID,G000582
3/14/21 10:02,Congressman Buddy Carter <GA01Newsletter@mail.house.gov>,This Week on Buddy's Briefing,C001103
3/14/21 10:31,Rep. Bilirakis <repbilirakis@mail8.housecommunications.gov>,"Stimulus Package, Expanded Eligibility for Vaccination and other Helpful Information!",B001257
3/14/21 10:40,Congressman Paul Gosar <Rep.Paul.Gosar@mail.house.gov>,This Week With Gosar,G000565
3/14/21 11:01,Congresswoman Carol Miller <miller.newsletter@mail.house.gov>,Getting Americans Back to Work,M001205
3/14/21 11:20,Congressman Jason Smith <JasonSmithNewsletter@mail.house.gov>,The Wrong Plan,S001195
3/14/21 11:30,Rep. Mace <repmace@mail8.housecommunications.gov>,#LowcountryFirst Newsletter: Americans Needed COVID-19 Relief. They Got a D.C. Spending Spree.,M000194
3/14/21 12:00,Congressman Tom Rice <rice.press@mail.house.gov>,"The Rice Report: March 14, 2021",R000597
3/14/21 12:00,Congressman Emanuel Cleaver <emanuel.cleaver@capitolenews.com>,EC From DC: The American Rescue Plan Is Signed Into Law,C001061
3/14/21 12:01,Congresswoman María Elvira Salazar <repsalazar@mail8.housecommunications.gov>,"Happy Sunday, South Florida!",S000168
3/14/21 12:37,Senator Pat Toomey <pat_noreply@toomey.senate.gov>,The Democrats' $1.9 Trillion Monstrosity,T000461
3/14/21 12:59,Rep. Jay Obernolte <repobernolte@mail8.housecommunications.gov>,The latest news for you,O000019
3/14/21 13:01,Rep. Dave Joyce <repjoyce@mail8.housecommunications.gov>,Dave's Weekly Wrap,J000295
3/14/21 14:01,Rep. David Kustoff <repkustoff@mail8.housecommunications.gov>,An Update from Congressman David Kustoff,K000392
3/14/21 14:32,Congressman Brian Babin <repbrianbabin@mail.house.gov>,Biden's Border Crisis Worsens,B001291
3/14/21 15:02,Congressman Patrick McHenry <patrick.mchenry@mail.house.gov>,Congressman McHenry Weekly Update,M001156
3/14/21 15:40,Congressman Kevin Brady <congressman.brady@mail.house.gov>,"Op-Ed: We must work together to defeat COVID-19, rebuild our economy",B000755
3/14/21 17:28,Senator Bob Menendez <updates@menendez.senate.gov>,Help Is On The Way!,M000639
3/14/21 19:21,Congresswoman Lauren Boebert <info@co03lb.congressnewsletter.net>,Putting Coloradans First,B000825
3/14/21 19:47,Senator Chris Van Hollen <updates@vanhollen.senate.gov>,Urgent Senate Update: Answering the Call,V000128
3/14/21 20:08,Rep. Brad Wenstrup <Representative.Wenstrup@mail.house.gov>,"Welcome home, Officer Behr",W000815
3/14/21 20:35,U.S. Rep. Newman <repnewman@mail8.housecommunications.gov>,Hello Lindsey! An update from your Congresswoman!,N000192
3/15/21 0:04,Rep. Lizzie Fletcher <no-reply@mail.house.gov>,Weekly Wrap Up,F000468
3/15/21 8:33,Congressman David Price <Price@mail.house.gov>,FW: Join Me for My 4th District Town Hall,P000523
3/15/21 9:25,Rep. Blake Moore <repblakemoore@mail8.housecommunications.gov>,Weekly Newsletter from the Office of Congressman Blake Moore,M001213
3/15/21 9:31,Senator Kevin Cramer <Outreach@Cramer.Senate.gov>,My Weekly Newsletter,C001096
3/15/21 10:14,Senator Roger Wicker <Roger_Wicker@Wicker.senate.gov>,Wicker Encouraged by Vaccine Progress,W000437
3/15/21 10:54,U.S. Congresswoman Stephanie Murphy <stephanie.murphy@mail.house.gov>,TONIGHT: Join Me for a Tax Season Information Session,M001202
3/15/21 10:54,Representative Byron Donalds <RepByronDonalds.noresponse@mail.house.gov>,Weekly Wrap-Up with Congressman Byron Donalds,D000032
3/15/21 11:48,Rep. Tom Malinowski <RepTomMalinowski@mail.house.gov>,Drop Off Your Tax Documentation TOMORROW,M001203
3/15/21 12:20,Rep. Joe Morelle <repmorelle@mail.house.gov>,🖋️SIGNED: American Rescue Plan,M001206
3/15/21 12:29,Congressman Don Bacon <RepDonBaconNE02@mail.house.gov>,THE BACON BRIEF: Defending 2A Rights & Targeting Gun Violence,B001298
3/15/21 12:54,Rep. Carlos A. Gimenez <repgimenez@mail8.housecommunications.gov>,Newsletter: Gimenez Leads Congressional Letter to Pelosi Demanding Answers on Capitol Security,G000593
3/15/21 13:23,Rep. Chrissy Houlahan <RepChrissyHoulahan@mail.house.gov>,Help Us Improve: Constituent Services Survey,H001085
3/15/21 13:33,Congresswoman Nanette Barragán <rsvp.barragan@mail.house.gov>,Carson Vaccine Appts Open for Residents 65+ Who Need a First Dose,B001300
3/15/21 13:48,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Now Accepting Entries! 2021 Congressional Art Competition,E000297
3/15/21 13:52,Congressman Mike Quigley <Congressman.Quigley@mail.house.gov>,Report an Issue with Your Mail Service,Q000023
3/15/21 13:52,Office of U.S. Senator Marsha Blackburn <enewsletters@blackburn.senate.gov>,The Blackburn Report: Calling Out The Border Crisis,B001243
3/15/21 14:36,Joni K. Ernst <Senator@Ernst.senate.gov>,Shining a Light on How Your Tax Dollars are Being Spent,E000295
3/15/21 15:46,Office of U.S. Senator James E. Risch <press_@risch.senate.gov>,Risch to Oppose Haaland for Interior,R000584
3/15/21 16:00,Congressman Van Taylor <RepVanTaylor@mail.house.gov>,Winter Storm Recovery Telephone Town Hall,T000479
3/15/21 16:02,Kevin McCarthy <RepublicanLeader@mail3.housecommunications.gov>,The Leader's Daily Schedule - 3/16/21,M001165
3/15/21 16:14,Congresswoman Jackie Walorski <jackie.walorski@congressnewsletter.net>,Upcoming Staff Office Hours,W000813
3/15/21 16:31,Congressman Louie Gohmert <louie.gohmert@mail.house.gov>,TUNE IN: Rep. Gohmert Joins OANN @ 5 p.m. CT/ 6 p.m. ET,G000552
3/15/21 17:15,Senator Tina Smith <noreply@smith.senate.gov>,Help is on the Way,S001203
3/15/21 17:19,Rep. Diana Harshbarger <repharshbarger@mail8.housecommunications.gov>,FAQs about tax filing,H001086
3/15/21 17:24,Congressman Brett Guthrie <Guthrie.Newsletter@mail.house.gov>,What is Your Experience with Big Tech?,G000558
3/15/21 17:26,Congressman John Garamendi <CA03JG.Outreach@mail.house.gov>,Reminder - Join me tomorrow for a virtual town hall,G000559
3/15/21 17:36,Senator Todd Young <contact@young.senate.gov>,"Bill to Spur Innovation in Higher Education, Improve Student Success",Y000064
3/15/21 17:42,Rep. Tom Malinowski <RepTomMalinowski@mail.house.gov>,Join Tom for a Telephone Town Hall on the American Rescue Plan,M001203
3/15/21 18:10,Congressman Drew Ferguson <GA03DF.Outreach@mail.house.gov>,The Most Progressive Bill in History,F000465
3/15/21 18:25,Senator Tim Scott <donotreply@scott.senate.gov>,"Fighting for SC: COVID, Religious Freedom, & More",S001184
3/15/21 18:26,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Spring 2021 Jobs Fair! Join Us March 31st,E000297
3/15/21 19:02,Rep. Burgess Owens <repowens@mail8.housecommunications.gov>,The Huddle: A Congressional Update,O000086
3/15/21 19:42,Congressman Mark DeSaulnier <Congressman.DeSaulnier@mail.house.gov>,The DeSaulnier Digest: Upcoming Town Hall and Updates from a Busy Week in Congress,D000623
3/15/21 19:55,Senator Sinema <Senator.Sinema@sinema.senate.gov>,We’re bringing a first-of-its-kind veterans telehealth program to Arizona,S001191
3/15/21 19:58,Rep. Alexandria Ocasio-Cortez <repocasiocortez.fireside@mail.house.gov>,"Newsletter: Child Tax Credit, Stimulus Checks & More",O000172
3/15/21 20:33,Congressman French Hill <congressman.hill@mail.house.gov>,District Update: Holding the Biden Administration Accountable,H001072
3/15/21 20:38,Senator Jerry Moran <Do_Not_Reply@moran.senate.gov>,H.R. 1 is an Affront to the Constitution,M000934
3/15/21 21:54,Senator Jeff Merkley <Senator_Merkley@merkley.senate.gov>,$40 Million for Pacific Northwest Forests,M001176
3/16/21,Reflecting on one year of the COVID crisis,"Dear Friend: 	It‚Äôs been a year since this virus first brought our society to a standstill, a year since many of us packed up our offices and started working from home, and a year since we‚Äôve been able to hug elderly parents or travel to visit family. Many of us have a distinct memory of a last pre-pandemic event before we realized that life was about to change. For me, it was attending my cousin‚Äôs wedding last February, the last of our big family gatherings. That was the last time I got to hang out with my father, who recently turned 93. 	To say the last year has been difficult would be a gross understatement. Precious few have escaped the devastation of COVID-19. More than 29 million Americans have confirmed infections and over 530,000 of our fellow citizens have died. They were our family, our friends, and our beloved community members. And numbers alone fail to convey the immeasurable sense of grief, anxiety and despair this year has wrought. 	COVID-19 also crippled our economy, and tens of millions of Americans lost their jobs, their livelihoods, and even their homes. Too many families have spent the past year worried about how to pay the bills, put food on the table, and keep a roof over their head. 	This year has changed us all. This year tested the height of our courage and the depth of our gratitude. We‚Äôve learned anew to appreciate the little things, from sunny walks in the park to a well-cooked meal shared, albeit virtually, with friends and family.¬† 	But I know that it‚Äôs been hard to hold on to hope, as the months went by with no resolution in sight, the death toll continuing to rise, more and more empty chairs at dinner tables nationwide. The previous Administration‚Äôs mismanagement of this crisis widened the chasm between us and the¬†distance to the¬†light at the end of the tunnel. Sometimes it seemed as though we may never again know normalcy.  But I‚Äôm here to tell you that we can start to feel hopeful again. I know I am. 	Last week, Congress passed and President Biden signed into law the American Rescue Plan, a COVID relief package bold enough to meet the scale of this crisis. Its impact will be felt for generations. 	The American Rescue Plan will keep millions in their homes and out of poverty, cut child poverty in half, allow us to safely reopen schools and small businesses, and accelerate vaccine distribution so that we can finally bring an end to this pandemic. It‚Äôs the most ambitious, progressive piece of legislation to be signed into law in generations. 	It's a big deal. And perhaps the biggest news of all: The vaccine effort continues to ramp up and the Biden Administration has recommended that states and cities open up vaccinations to any American adult who wants one by no later than¬†May 1.¬†If we continue to follow public health guidance and get our shots, there‚Äôs a brighter summer ahead for all of us. 	After a year marred by strife, I know that hope can feel a little foolish and maybe even a little dangerous. It‚Äôs difficult to take good news in stride without waiting for the other shoe to drop. But with the American Rescue Plan in effect, we can breathe a sigh of relief and start to think about life after this crisis. 	Help is on the way,¬†but that help alone won‚Äôt be enough to crush the virus. We‚Äôve got to hold up our end of the bargain, by continuing to wear masks and follow public health guidance. If we let our guard down too early, we risk jeopardizing the progress we‚Äôve made thus far and prolonging this nightmare ‚Äì something none of us want. For my part, I want to see my Dad, and hug him again. And I want you to be able to do the same with your loved ones. 	We‚Äôve arrived at a hopeful juncture that just months ago seemed impossible ‚Äì let‚Äôs stay the course, and get through this together. 	Stay safe and healthy,   	Congressman Adam Schiff",S001150
3/16/21 9:35,Congresswoman Lori Trahan <Rep.LoriTrahan@mail.house.gov>,JOIN ME: Your American Rescue Plan Questions ANSWERED,T000482
3/16/21 10:17,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update:  Democrats' $1.9 Trillion Stimulus Bill is a Liberal Wish List,M001159
3/16/21 10:46,Joni K. Ernst <Senator@Ernst.senate.gov>,"March 2021 Squeal Award: Suppressing Information Might Work in Communist China, But We Should Not Stand for It In America.",E000295
3/16/21 11:06,Rep. Mikie Sherrill <noreply@mail.house.gov>,REMINDER: American Rescue Plan Telephone Town Hall,H001083
3/16/21 11:14,Rep. Palmer <reppalmer@mail8.housecommunications.gov>,117th Congress Winter Updates from Rep. Palmer,P000609
3/16/21 12:40,Congresswoman Debbie Dingell <enewsMI12@mail.house.gov>,"Dingell Update: March 16, 2021",D000624
3/16/21 13:05,Congressman Tom Rice <rice.press@mail.house.gov>,Covid-19 Vaccine Newsletter,R000597
3/16/21 14:08,Rep. Val Demings <FL10DemingsPress.FL10DemingsPress@mail.house.gov>,Vaccines and Financial Relief,D000627
3/16/21 14:19,Congressman Tom O'Halleran <info@az01to.congressnewsletter.net>,New relief for your family,O000171
3/16/21 14:36,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Spring 2021 Jobs Fair! Join Us March 31st,E000297
3/16/21 14:38,Office of U.S. Senator Tammy Baldwin <enews@baldwin.senate.gov>,Baldwin Takes Bipartisan Action to Ensure Coverage for Children Born with Congenital Anomalies or Birth Defects,B001230
3/16/21 14:42,Congressman Michael Cloud <noreply@mail8.housecommunications.gov>,Holding the Biden Administration Accountable for Bad Border Policies,M001159
3/16/21 15:03,Congressman John Garamendi <CA03JG.Outreach@mail.house.gov>,Weekly COVID-19 Newsletter,G000559
3/16/21 15:43,Congressman John Garamendi <CA03JG.Outreach@mail.house.gov>,CORRECTION - Weekly COVID-19 Update,G000559
3/16/21 15:52,Rep. Tom Malinowski <RepTomMalinowski@mail.house.gov>,The 2021 Congressional Art Competition,M001203
3/16/21 16:09,Rep. Hank Johnson <Rep.HankJohnson@MAIL.HOUSE.GOV>,Help Is On The Way!,J000288
3/16/21 16:23,The Office of Congressman Jack Bergman <Constituent.bergman@mail.house.gov>,Bergman Reintroduces Legislation to Honor Front-Line Responders and Support the CDC Foundation,B001301
3/16/21 18:03,U.S. Congresswoman Stephanie Murphy <stephanie.murphy@mail.house.gov>,ICYMI: Tax Season Information Session Highlights,M001202
3/16/21 18:24,Congressman Brett Guthrie <Guthrie.Newsletter@mail.house.gov>,Brett's Bulletin: Updates for KY-02,G000558
3/16/21 18:54,Rep. Dan Newhouse <repnewhouse@mail8.housecommunications.gov>,Weekly Column: A Strong Agriculture Labor Program to Stop Illegal Immigration,N000189
3/16/21 18:54,Rep. Dan Newhouse <repnewhouse@mail8.housecommunications.gov>,Weekly Column: A Strong Agriculture Labor Program to Stop Illegal Immigration,N000189
3/16/21 22:08,Rep. Jim McGovern <McGovernNewsletter@mail.house.gov>,Help is On The Way,M000312
3/16/21 22:19,Kevin McCarthy <RepublicanLeader@mail3.housecommunications.gov>,The Leader's Daily Schedule - 3/17/21,M001165
3/17/21 10:29,Rep. Jay Obernolte <repobernolte@mail8.housecommunications.gov>,Register for my upcoming telephone town hall,O000019
3/17/21 10:35,Rep. Bilirakis <repbilirakis@mail8.housecommunications.gov>,"Reminder: Stimulus Package, Expanded Eligibility for Vaccination and other Helpful Information!",B001257
3/17/21 10:45,Congressman Louie Gohmert <louie.gohmert@mail.house.gov>,TUNE IN: Rep. Gohmert Joins OANN @ 11 a.m. CT/ 12 p.m. ET,G000552
3/17/21 10:51,Congressman Don Bacon <RepDonBaconNE02@mail.house.gov>,BACON BRIEF: Tele-Town Hall on Emergency Preparedness,B001298
3/17/21 11:02,Congressman Henry Cuellar <rep.cuellar@mail.house.gov>,Congressional Report,C001063
3/17/21 11:36,The Office of Senator John Thune <no_reply@thune.enews.senate.gov>,Thune Leads Charge to Abolish Death Tax,T000250
3/17/21 11:44,The Office of Congressman Jack Bergman <Constituent.bergman@mail.house.gov>,Bergman Supports Paycheck Protection Program Extension,B001301
3/17/21 12:59,Rep. Jay Obernolte <repobernolte@mail8.housecommunications.gov>,You don't want to miss this update,O000019
3/17/21 13:10,The Office of Congresswoman Nicole Malliotakis <repmalliotakis@mail8.housecommunications.gov>,FOR IMMEDIATE RELEASE: Malliotakis Statement on Staten Island Homeless Shelters,M000317
3/17/21 14:41,Congresswoman Nanette Barragán <rsvp.barragan@mail.house.gov>,Pop Up Vaccination Clinics in our Community,B001300
3/17/21 14:51,Rep. Bilirakis <repbilirakis@mail8.housecommunications.gov>,Update on Vaccine Distribution,B001257
3/17/21 15:15,Rep. Trey Hollingsworth <noreply@mail8.housecommunications.gov>,Poll: Amnesty for Illegal Minors,M001159
3/17/21 15:33,Congressman Tom Rice <rice.press@mail.house.gov>,Healthy Workplaces Tax Credit,R000597
3/17/21 15:45,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Rep. Adriano Espaillat Statement in Support of the Reauthorization of VAWA,E000297
3/17/21 16:11,Office of U.S. Senator James E. Risch <press_@risch.senate.gov>,Risch Reintroduces Bipartisan Bill to Boost R&D Grants,R000584
3/17/21 16:34,Rep. Marcy Kaptur <marcy.kaptur@OH09MK.congressnewsletter.net>,Update on Mass Vaccination Sites in Northern Ohio,K000009
3/17/21 16:41,Congresswoman Lori Trahan <Rep.LoriTrahan@mail.house.gov>,STARTING SOON: American Rescue Plan Tele-Town Hall,T000482
3/17/21 17:03,Rep. Andrew Clyde <repclyde@mail8.housecommunications.gov>,Clyde in Congress: Fighting for your Second Amendment Rights,C001116
3/17/21 21:01,Rep. Cathy McMorris Rodgers <noreply@mail8.housecommunications.gov>,What you need to know about Economic Impact Payments,M001159
3/17/21 22:27,Kevin McCarthy <RepublicanLeader@mail3.housecommunications.gov>,The Leader's Daily Schedule - 3/18/21,M001165
3/17/21 22:52,Senator Jeff Merkley <Senator_Merkley@merkley.senate.gov>,Let’s Make Congress Work For the People,M001176
3/18/21 9:26,Rep. Blake Moore <repblakemoore@mail8.housecommunications.gov>,Reminder: Weekly Newsletter from the Office of Congressman Blake Moore,M001213
3/18/21 9:53,Rep. Val Demings <FL10DemingsPress.FL10DemingsPress@mail.house.gov>,Join Dr. Fauci for a Special Virtual Event,D000627
3/18/21 10:02,Office of U.S. Senator James E. Risch <press_@risch.senate.gov>,Idaho Senators Question Legality of Border Wall Funding Freeze Amid Escalating Crisis,R000584
3/18/21 11:06,Congresswoman Joyce Beatty <Congresswoman.Beatty@mail.house.gov>,"Wearing White, Working for Women’s Rights",B001281
3/18/21 11:06,Congressman Louie Gohmert <louie.gohmert@mail.house.gov>,TUNE IN: Rep. Gohmert to Join Newsmax at 10:30 a.m. CT/ 11:30 a.m. ET,G000552
3/18/21 11:38,Congressman Joe Neguse <CongressmanJoeNeguse@mail.house.gov>,Working to Keep Our Communities Safe,N000191
3/18/21 11:46,Senator Gary Peters <Senator@peters.senate.gov>,🚨Rated The Most Effective Senator in U.S. Senate,P000595
3/18/21 12:19,Rep. Obernolte <repobernolte@mail8.housecommunications.gov>,Take my survey,O000019
3/18/21 13:39,Rep. Randy Weber <RepRandyWeber@mail.house.gov>,Congressional Art Competition,W000814
3/18/21 14:14,Rep. Barry Moore <repbarrymoore@mail8.housecommunications.gov>,Join me tomorrow!,M001212
3/18/21 14:54,Congresswoman Nanette Barragán <rsvp.barragan@mail.house.gov>,"Walk-In Vaccinations Available, Today Until 3PM PST",B001300
3/18/21 15:41,Senator Rick Scott <Outreach@rickscott.senate.gov>,ICYMI: Sen. Rick Scott Leads Call to Move 2022 Olympic Games Out of Communist China,S001217
3/18/21 16:12,The Office of Congressman Jack Bergman <Constituent.bergman@mail.house.gov>,Bergman Addresses Immigration Crisis on our Southern Border,B001301
3/18/21 16:32,Congressman Trent Kelly <reptrent.kelly@mail.house.gov>,Mississippi National Guard: Mission Ready,K000388
3/18/21 16:35,Congressman Mario Diaz-Balart <repdiazbalart@mail8.housecommunications.gov>,RSVP NOW! Identify Theft Prevention Seminar,D000600
3/18/21 16:48,Congressman Steven Horsford <info@nv04sh.congressnewsletter.net>,TODAY: Join me to talk about COVID-19 relief for Nevada families,H001066
3/18/21 16:54,"""Rep. Ami Bera, M.D."" <repamibera@mail.house.gov>",Stimulus checks and rental assistance,B001287
3/18/21 16:59,U.S. Senator Mazie K. Hirono <Hirono.outgoing.mail@hirono.senate.gov>,March 2021 Grants Newsletter,H001042
3/18/21 17:05,Rep. Tom Malinowski <RepTomMalinowski@mail.house.gov>,Listen to Tom's Telephone Town Hall on the American Rescue Plan,M001203
3/18/21 17:09,Congressman Steny Hoyer <Steny.Hoyer4@mail.house.gov>,Important Resources on the American Rescue Plan,H000874
3/18/21 17:22,Congressman Kevin Brady <congressman.brady@mail.house.gov>,MONDAY: Town Hall with Congressman Brady,B000755
3/18/21 18:22,Congressman Don Bacon <RepDonBaconNE02@mail.house.gov>,Bacon Brief: Bacon Protects Women and Sanctity of Life,B001298
3/18/21 18:37,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Espaillat Statement on Today's Historic Immigration Vote,E000297
3/18/21 19:10,Congressman Anthony Brown <MD04AB.Outreach@mail.house.gov>,Let's Get Students and Teachers Safely Back in the Classroom 🎒,B001304
3/18/21 19:55,Senator Martin Heinrich <donotreply@heinrich.senate.gov>,Investing in the next generation,H001046
3/18/21 21:38,Kevin McCarthy <RepublicanLeader@mail3.housecommunications.gov>,The Leader's Daily Schedule - 3/19/21,M001165
3/18/21 22:42,Congressman Paul Gosar <Rep.Paul.Gosar@mail.house.gov>,Gosar Reacts to the Passage of Democrat Amnesty Bills,G000565
3/19/21 9:50,The Office of Congresswoman Nicole Malliotakis <repmalliotakis@mail8.housecommunications.gov>,FOR IMMEDIATE RELEASE: Malliotakis Secures Pop-Up Vaccine Clinic on South Shore,M000317
3/19/21 11:10,Office of U.S. Senator Tammy Baldwin <enews@baldwin.senate.gov>,"Baldwin Works to Jumpstart Economic Recovery, Invest in State and Local Jobs Programs",B001230
3/19/21 11:48,Congressman H. Morgan Griffith <Griffith.News@mail.house.gov>,Congressman Griffith's Weekly E-Newsletter ,G000568
3/19/21 12:03,Rep. Fallon <repfallon@mail8.housecommunications.gov>,"Lindsey, Let's talk",F000246
3/19/21 12:23,Senator Michael Bennet <senator_bennet@bennet.senate.gov>,An Invitation from Senator Bennet,B001267
3/19/21 12:57,Office of U.S. Senator Tammy Baldwin <enews@baldwin.senate.gov>,Baldwin Takes Action to Undo Trump-Era Rule that Dismantled Health Care Coverage for Americans with Preexisting Conditions,B001230
3/19/21 13:00,Rep. Billy Long <Congressman.BillyLong@mail.house.gov>,"It's a Crisis, Mr. President​",L000576
3/19/21 13:02,Congressman Blaine Luetkemeyer <Congressman.Luetkemeyer@mail.house.gov>,Blaine's Bulletin: Women's History Month,L000569
3/19/21 13:03,Congressman Kurt Schrader <Congressman.Schrader@mail.house.gov>,Rep. Kurt Schrader To Host Military Academy Informational Meeting,S001180
3/19/21 13:14,Rep. Barry Moore <repbarrymoore@mail8.housecommunications.gov>,The Moore You Know,M001212
